iter	Logloss
308	0.2340428977
309	0.2338520773
310	0.233831909
311	0.2337298868
312	0.233654424
313	0.2334691965
314	0.2333275253
315	0.2333172108
316	0.2332371013
317	0.2330618996
318	0.233032052
319	0.2329050498
320	0.232843734
321	0.2328342534
322	0.2327896646
323	0.2327640361
324	0.2326685314
325	0.2325444059
326	0.2323653503
327	0.2322195143
328	0.2321438796
329	0.2319720579
330	0.2319006788
331	0.2317670727
332	0.2317223769
333	0.2315986487
334	0.2314544795
335	0.2313512965
336	0.2312619122
337	0.2311021955
338	0.2309731087
339	0.2309413252
340	0.2308547596
341	0.2307536603
342	0.2306752568
343	0.2304732997
344	0.2303196383
345	0.2302118014
346	0.2301564446
347	0.2300881578
348	0.2300024295
349	0.2299229169
350	0.2298176323
351	0.229802068
352	0.2297734479
353	0.229626003
354	0.2294748779
355	0.2293646597
356	0.2292056362
357	0.2290351971
358	0.2289198733
359	0.2288614671
360	0.2287762262
361	0.2286251171
362	0.2285077426
363	0.2283891306
364	0.2282358719
365	0.2281087121
366	0.2280123825
367	0.2277804619
368	0.2277172147
369	0.2276247872
370	0.2275098108
371	0.2273616461
372	0.2272073077
373	0.2270444908
374	0.2269397417
375	0.226803331
376	0.2266541151
377	0.2265544065
378	0.2264826096
379	0.2263182908
380	0.2262713091
381	0.2261075942
382	0.2260982945
383	0.2259762135
384	0.2258789583
385	0.2257777405
386	0.225716439
387	0.2256874011
388	0.2255534823
389	0.225477795
390	0.2254123109
391	0.2253949648
392	0.2253282931
393	0.2252025382
394	0.2250880171
395	0.2249444839
396	0.2248152885
397	0.2246764137
398	0.2245416352
399	0.2245213955
400	0.2244212112
401	0.2244076976
402	0.2243622544
403	0.2243311123
404	0.2243191667
405	0.2242065369
406	0.2241572095
407	0.2240231945
408	0.2238759429
409	0.2237765968
410	0.223703714
411	0.223631951
412	0.2235030522
413	0.2233716224
414	0.2232589668
415	0.2231488787
416	0.22299522
417	0.2229203728
418	0.2228304762
419	0.2227359016
420	0.2226716273
421	0.2225401628
422	0.2224114965
423	0.2223889833
424	0.2222688818
425	0.2222598805
426	0.222149673
427	0.2220149666
428	0.2219659038
429	0.2218486246
430	0.2217687235
431	0.2217539716
432	0.2216597935
433	0.2216228964
434	0.2215569553
435	0.2214150471
436	0.2213455255
437	0.2212529839
438	0.2212410463
439	0.2211328727
440	0.2211208744
441	0.2209832211
442	0.2209212745
443	0.2207461753
444	0.220642276
445	0.2205399776
446	0.2204529229
447	0.2203666201
448	0.2202884393
449	0.2202315707
450	0.2201581899
451	0.2201475796
452	0.2200387619
453	0.219928615
454	0.2197202979
455	0.2196435327
456	0.2195143764
457	0.219402503
458	0.2192309931
459	0.2191370483
460	0.2190310511
461	0.2188914779
462	0.2187507751
463	0.2186438575
464	0.2185243716
465	0.218457814
466	0.2183857944
467	0.2183075236
468	0.2182378168
469	0.218170044
470	0.2180765411
471	0.2180645955
472	0.2180215095
473	0.2179040699
474	0.2177189271
475	0.2176253307
476	0.2175259953
477	0.2174492791
478	0.2174037299
479	0.217293958
480	0.2171551902
481	0.2170673791
482	0.2170091573
483	0.2168954157
484	0.2167610078
485	0.2166276564
486	0.2165691424
487	0.2163860432
488	0.2161526232
489	0.2160806357
490	0.2159181788
491	0.2158619045
492	0.2158029522
493	0.215642236
494	0.215512155
495	0.2154524178
496	0.2153319573
497	0.2152068491
498	0.2151698104
499	0.2150482408
500	0.2149681027
501	0.2149356751
502	0.2148541251
503	0.2147504423
504	0.2146401581
505	0.2145113235
506	0.2144293707
507	0.2143359846
508	0.2143246554
509	0.2142530813
510	0.2141045005
511	0.2140063848
512	0.2138450512
513	0.213700564
514	0.2136239538
515	0.2135099699
516	0.2134232136
517	0.2133521695
518	0.2132594943
519	0.2132201446
520	0.2131207621
521	0.2130374508
522	0.2129475016
523	0.2128421627
524	0.2126416523
525	0.2125138484
526	0.2124026466
527	0.2123083162
528	0.2121935234
529	0.2121037666
530	0.2120330076
531	0.2118861917
532	0.2117564938
533	0.2116501393
534	0.2115621384
535	0.2114929679
536	0.211307621
537	0.2111973288
538	0.2111547043
539	0.2110742589
540	0.210966455
541	0.2108380453
542	0.2107199607
543	0.2106753656
544	0.2105866886
545	0.2104912089
546	0.2104331386
547	0.2103256562
548	0.2102458603
549	0.2101742274
550	0.2100884537
551	0.2100326453
552	0.2099144671
553	0.2097772752
554	0.2096918588
555	0.2095501413
556	0.209479858
557	0.2094445992
558	0.2094105405
559	0.2093091481
560	0.209212325
561	0.2091099161
562	0.2089252668
563	0.2088957889
564	0.2088648018
565	0.2087647199
566	0.2086715734
567	0.2086057641
568	0.2084639281
569	0.2083531201
570	0.2082839611
571	0.2082159683
572	0.2081403478
573	0.2080596797
574	0.2079194731
575	0.2078581894
576	0.2078053449
577	0.2077632933
578	0.2076282466
579	0.2075867205
580	0.2074565887
581	0.2072739492
582	0.2071483154
583	0.2070377899
584	0.2069387431
585	0.2068371281
586	0.2067446159
587	0.2065817286
588	0.206531285
589	0.206458224
590	0.2063134473
591	0.2061978945
592	0.2061108193
593	0.2059721022
594	0.2058340925
595	0.205753942
596	0.2056893648
597	0.2056553078
598	0.2055556241
599	0.2054170959
600	0.2052853703
601	0.2052089392
602	0.2051247112
603	0.2050426934
604	0.204929505
605	0.2048501928
606	0.2048226606
607	0.2046881947
608	0.2045903872
609	0.2044740772
610	0.2043737512
611	0.2043633619
612	0.204226603
613	0.2040963946
614	0.2039674111
615	0.203906857
616	0.2037923253
617	0.203663544
618	0.2035511263
619	0.2035052492
620	0.2033597161
621	0.2033211166
622	0.2032293991
623	0.2031228227
624	0.2030514918
625	0.2029602999
626	0.2028946108
627	0.2026977797
628	0.2026020257
629	0.2025177415
630	0.2023570842
631	0.20228631
632	0.2021754406
633	0.2020804402
634	0.2020197195
635	0.202007161
636	0.201921602
637	0.2017589535
638	0.2016617081
639	0.2015130249
640	0.2013172905
641	0.2012755569
642	0.2011276781
643	0.2009880301
644	0.2008860498
645	0.2007997638
646	0.2007076107
647	0.2005838432
648	0.2005037052
649	0.200460842
650	0.2002910505
651	0.2001904083
652	0.2001252983
653	0.200090713
654	0.2000298462
655	0.1999773135
656	0.1998857118
657	0.1998100539
658	0.1996984094
659	0.1995653725
660	0.1994597868
661	0.1993630252
662	0.1992689602
663	0.199133289
664	0.1990630637
665	0.198965176
666	0.1988580232
667	0.1987838799
668	0.1987332714
669	0.198641765
670	0.1985656332
671	0.198541423
672	0.1984872145
673	0.1984440591
674	0.1984093518
675	0.1983565972
676	0.1982885518
677	0.1982462632
678	0.1981053154
679	0.198063597
680	0.1979413725
681	0.1978926768
682	0.1978145236
683	0.1978029922
684	0.1977763606
685	0.197709125
686	0.1976210573
687	0.1975651046
688	0.1974883643
689	0.1973921782
690	0.1973242806
691	0.1972604286
692	0.1971206166
693	0.1970366603
694	0.1969300029
695	0.1967760172
696	0.196710354
697	0.1965978525
698	0.1964597314
699	0.1962994269
700	0.1962502402
701	0.1961759739
702	0.1960464257
703	0.1960042582
704	0.1959417157
705	0.1959309032
706	0.1958593166
707	0.1958533211
708	0.1958056133
709	0.1956671876
710	0.1956122032
711	0.1956021756
712	0.1954278995
713	0.1953850924
714	0.1953196572
715	0.1952936065
716	0.1952827201
717	0.1951650604
718	0.1949903657
719	0.1949342258
720	0.1948200878
721	0.1947777573
722	0.1946966865
723	0.1946230768
724	0.1945413672
725	0.1944576212
726	0.1943737317
727	0.1943143651
728	0.1942260961
729	0.194169877
730	0.1940885265
731	0.1939842771
732	0.1939157845
733	0.1938512518
734	0.1937483833
735	0.1936980946
736	0.1936262809
737	0.1935393045
738	0.1934580315
739	0.1934174436
740	0.1934092877
741	0.1932771247
742	0.1931591711
743	0.193070389
744	0.1929206002
745	0.1928216185
746	0.1927045682
747	0.1926321407
748	0.192558701
749	0.1924897871
750	0.1924168757
751	0.1923868259
752	0.1922714237
753	0.1922084946
754	0.1920915672
755	0.1920086541
756	0.1919026052
757	0.1918116012
758	0.1917642329
759	0.1916708093
760	0.1916036824
761	0.1914898767
762	0.1913854758
763	0.191222863
764	0.1911329976
765	0.1911106911
766	0.1910535482
767	0.1910466814
768	0.1910256507
769	0.1910029344
770	0.1909392454
771	0.1908522191
772	0.1907087386
773	0.1906406059
774	0.1905688224
775	0.1904597784
776	0.1904108563
777	0.1902818114
778	0.1902324279
779	0.1901646427
780	0.1900613679
781	0.1900215799
782	0.190007596
783	0.190004069
784	0.1899650116
785	0.1898654713
786	0.1897854402
787	0.1897177431
788	0.1896526884
789	0.189611843
790	0.18953439
791	0.1894132667
792	0.1893398217
793	0.1893294734
794	0.1892011367
795	0.1891666307
796	0.1890739733
797	0.1889590504
798	0.1888834665
799	0.1888440652
800	0.1887583877
801	0.1886503735
802	0.1886416003
803	0.1885995246
804	0.1885309643
805	0.1884963754
806	0.1884885402
807	0.1883656307
808	0.1882834526
809	0.1882055328
810	0.1881988495
811	0.1881501698
812	0.1880880059
813	0.1880060701
814	0.1879087695
815	0.1878626145
816	0.1878521628
817	0.1877901709
818	0.1877385513
819	0.1876709157
820	0.1876310316
821	0.1876241514
822	0.1876191545
823	0.1875509523
824	0.1874698628
825	0.18740836
826	0.1873365756
827	0.1872953524
828	0.1871897365
829	0.1871832688
830	0.1871210951
831	0.1870257348
832	0.1868919166
833	0.1868193705
834	0.1866956575
835	0.1866672744
836	0.1866166134
837	0.1865611355
838	0.1864975881
839	0.186389083
840	0.1862960808
841	0.1862502679
842	0.1860960408
843	0.1860070235
844	0.1859311572
845	0.1858727546
846	0.1857941132
847	0.1857167012
848	0.1856863484
849	0.1855863707
850	0.1855200893
851	0.1855003993
852	0.185463618
853	0.1853815851
854	0.1853152181
855	0.1852434195
856	0.1851734694
857	0.1850912966
858	0.185000363
859	0.1849046954
860	0.184837254
861	0.1847433057
862	0.1846575454
863	0.1845653602
864	0.1844380489
865	0.1843197175
866	0.1842521443
867	0.1841114905
868	0.1841030442
869	0.1840746486
870	0.1839785792
871	0.183891544
872	0.183808671
873	0.1837152323
874	0.1836872502
875	0.1835956778
876	0.1835091095
877	0.1834449323
878	0.183365784
879	0.1833112041
880	0.18326038
881	0.183235344
882	0.1831225592
883	0.1830680354
884	0.1829778385
885	0.1829364345
886	0.1828928622
887	0.1827981291
888	0.1827465736
889	0.1826893879
890	0.1826272793
891	0.1825702993
892	0.1825105069
893	0.1824280259
894	0.1824223163
895	0.1823571876
896	0.1823212972
897	0.1822095699
898	0.182140508
899	0.182135986
900	0.1821192439
901	0.1820145339
902	0.1819241928
903	0.1818334008
904	0.1816903354
905	0.1816462081
906	0.1815259525
907	0.1814656353
908	0.181399728
909	0.1813033245
910	0.1812309548
911	0.1811700596
912	0.1811206538
913	0.1810310921
914	0.1809954058
915	0.1809840374
916	0.1809776178
917	0.1809361595
918	0.1808710272
919	0.1807889961
920	0.1807231404
921	0.1806421605
922	0.1805785329
923	0.1804880715
924	0.1804385018
925	0.1803409054
926	0.1802705607
927	0.1802240191
928	0.1801503657
929	0.1800614027
930	0.1799632112
931	0.1799051863
932	0.1798564674
933	0.1798064318
934	0.1797112541
935	0.1796326403
936	0.1795716016
937	0.1795142814
938	0.1794495277
939	0.1793331287
940	0.1792553559
941	0.1792082406
942	0.1791653105
943	0.1790502121
944	0.178931357
945	0.1788651209
946	0.1787746337
947	0.1787128057
948	0.1786436565
949	0.1786201313
950	0.1785514418
951	0.1784748975
952	0.1784433947
953	0.1783693047
954	0.1782546598
955	0.1781862527
956	0.178156406
957	0.1780942822
958	0.1779977352
959	0.1779165263
960	0.1778398698
961	0.1777582449
962	0.1777263679
963	0.1775515199
964	0.1774780829
965	0.1773934701
966	0.177302402
967	0.1772656207
968	0.1772491049
969	0.1771414845
970	0.1770955014
971	0.176949718
972	0.1767592343
973	0.176687539
974	0.1766239132
975	0.1765585289
976	0.1765007997
977	0.1764242724
978	0.1763999169
979	0.1763339294
980	0.1763157201
981	0.1762334564
982	0.1761739108
983	0.1761116258
984	0.1760260392
985	0.1759667777
986	0.1758910237
987	0.1758209453
988	0.1757697934
989	0.1756434086
990	0.1755574817
991	0.1754513197
992	0.1753746213
993	0.1753357411
994	0.1752537955
995	0.1752417225
996	0.1752212539
997	0.1750722241
998	0.175036413
999	0.1750022999
